Accession,SRR accession,Ethambutol,Isoniazid,Pyrazinamide,Rifampicin,Isolate
SAMEA1397334,ERR2514849,S,S,S,S,SAMEA1397334
SAMEA2535106,ERR2199793,R,R,R,R,SAMEA2535106
SAMEA1102830,ERR2510805,S,S,S,S,SAMEA1102830
SAMEA2709669,ERR2515125,S,S,S,S,SAMEA2709669
SAMEA1118114,ERR2512933,S,S,S,S,SAMEA1118114
SAMEA1103109,ERR2510835,S,S,S,S,SAMEA1103109
SAMEA3250479,ERR756348,S,S,S,S,SAMEA3250479
SAMEA104394651,ERR2200070,R,R,R,R,SAMEA104394651
SAMEA1102573,ERR2510696,S,R,R,R,SAMEA1102573
SAMEA1102328,ERR2510626,S,R,S,R,SAMEA1102328
SAMEA3209542,ERR2515556,S,S,S,S,SAMEA3209542
SAMEA3220383,ERR2515592,S,S,S,S,SAMEA3220383
SAMEA3421191,ERR2516841,R,R,R,R,SAMEA3421191
SAMEA1101610,ERR2510340,S,R,R,R,SAMEA1101610
SAMEA1119615,ERR2514434,S,S,S,S,SAMEA1119615
SAMEA1118459,ERR2513278,S,S,S,S,SAMEA1118459
SAMEA1118250,ERR2513069,S,S,S,S,SAMEA1118250
SAMEA2709779,ERR2515235,S,S,S,S,SAMEA2709779
SAMEA3242435,ERR2515718,S,S,S,S,SAMEA3242435
SAMEA2399479,ERR2515074,S,S,S,S,SAMEA2399479
SAMEA2533473,ERR550794,S,R,S,S,SAMEA2533473
SAMEA3392415,ERR2516383,S,S,S,S,SAMEA3392415
SAMEA1102266,ERR2510581,R,R,S,R,SAMEA1102266
SAMEA1118155,ERR2512974,S,S,S,S,SAMEA1118155
SAMEA1118241,ERR2513060,S,S,S,S,SAMEA1118241
SAMEA104172446,ERR2041754,R,R,R,R,SAMEA104172446
SAMEA104394577,ERR2199978,S,S,S,S,SAMEA104394577
SAMN07766480,SRR6152699,S,R,S,S,SAMN07766480
SAMEA3404129,ERR2516601,S,R,S,R,SAMEA3404129
SAMEA1118858,ERR2513677,S,S,S,S,SAMEA1118858
SAMEA1118158,ERR2512977,S,S,S,S,SAMEA1118158
SAMEA1102821,ERR2510796,S,R,S,S,SAMEA1102821
SAMEA1118185,ERR2513004,S,S,S,S,SAMEA1118185
SAMEA3404195,ERR2516639,S,S,S,S,SAMEA3404195
SAMEA1118198,ERR2513017,S,S,S,S,SAMEA1118198
SAMEA3392665,ERR2516421,S,R,S,R,SAMEA3392665
SAMEA104394707,ERR2200135,S,S,S,S,SAMEA104394707
SAMEA1117776,ERR2512595,S,R,S,S,SAMEA1117776
SAMEA3449412,ERR2517461,S,S,S,S,SAMEA3449412
SAMEA3270347,ERR2515884,S,S,S,S,SAMEA3270347
SAMEA1119133,ERR2513952,S,S,S,S,SAMEA1119133
SAMEA3377915,ERR2516343,R,R,R,R,SAMEA3377915
SAMEA3414470,ERR2516686,R,R,R,R,SAMEA3414470
SAMEA3284768,ERR2515961,S,S,S,S,SAMEA3284768
SAMEA1118716,ERR2513535,S,S,S,S,SAMEA1118716
SAMEA3376850,ERR2516312,S,S,S,S,SAMEA3376850
SAMN07660031,SRR6045715,S,S,S,S,SAMN07660031
SAMEA1397513,ERR2515028,S,S,S,S,SAMEA1397513
SAMEA1118376,ERR2513195,S,S,S,S,SAMEA1118376
SAMEA1118121,ERR2512940,S,S,S,S,SAMEA1118121
SAMEA3443172,ERR2517031,R,R,S,R,SAMEA3443172
SAMN07659968,SRR6046016,S,S,S,S,SAMN07659968
SAMEA1118254,ERR2513073,S,S,S,S,SAMEA1118254
SAMEA1118777,ERR2513596,S,S,S,S,SAMEA1118777
SAMEA1103101,ERR2510827,S,R,R,R,SAMEA1103101
SAMN07658507,SRR6045292,S,S,S,S,SAMN07658507
SAMEA3443171,ERR2517030,S,S,S,S,SAMEA3443171
SAMEA3310080,ERR2516086,S,S,S,S,SAMEA3310080
SAMEA1397379,ERR2514894,S,S,S,S,SAMEA1397379
SAMEA3437028,ERR2516972,S,R,S,R,SAMEA3437028
SAMEA3449712,ERR2517508,S,S,S,S,SAMEA3449712
SAMEA1118323,ERR2513142,S,S,S,S,SAMEA1118323
SAMEA3430673,ERR2516856,R,R,S,R,SAMEA3430673
SAMEA1118758,ERR2513577,S,S,S,S,SAMEA1118758
SAMEA1397327,ERR2514842,S,R,S,S,SAMEA1397327
SAMEA2533855,ERR551319,R,R,R,R,SAMEA2533855
SAMEA1101505,ERR2510263,S,S,S,S,SAMEA1101505
SAMEA1119507,ERR2514326,S,S,S,S,SAMEA1119507
SAMN07658304,SRR6045476,S,S,S,S,SAMN07658304
SAMEA2534103,ERR551666,S,S,S,S,SAMEA2534103
SAMEA3457762,ERR2517651,S,S,S,S,SAMEA3457762
SAMEA3449410,ERR2517459,S,S,S,S,SAMEA3449410
SAMEA3445013,ERR2517174,S,S,S,S,SAMEA3445013
SAMEA3283872,ERR2515949,R,R,S,R,SAMEA3283872
SAMEA3421169,ERR2516820,S,R,S,R,SAMEA3421169
SAMEA2709731,ERR2515187,S,S,S,S,SAMEA2709731
SAMEA1119638,ERR2514457,S,S,S,S,SAMEA1119638
SAMEA1119274,ERR2514093,S,S,S,S,SAMEA1119274
SAMN07658994,SRR6046763,S,S,S,S,SAMN07658994
SAMEA3420929,ERR2516767,R,R,S,R,SAMEA3420929
SAMEA2534833,ERR552701,S,R,R,R,SAMEA2534833
SAMEA3392628,ERR2516413,R,R,S,R,SAMEA3392628
SAMEA1119346,ERR2514165,S,S,S,S,SAMEA1119346
SAMEA1117769,ERR2512588,S,S,S,S,SAMEA1117769
SAMEA1118499,ERR2513318,S,S,S,S,SAMEA1118499
SAMEA3275650,ERR2515925,S,S,S,S,SAMEA3275650
SAMEA2709740,ERR2515196,S,S,S,S,SAMEA2709740
SAMEA104172413,ERR2041760,R,R,R,R,SAMEA104172413
SAMEA1117934,ERR2512753,S,S,S,S,SAMEA1117934
SAMEA1118451,ERR2513270,S,S,S,S,SAMEA1118451
SAMEA3231395,ERR2515652,S,S,S,S,SAMEA3231395
SAMEA1102215,ERR2510546,S,R,R,R,SAMEA1102215
SAMEA1101613,ERR2510343,S,R,S,R,SAMEA1101613
SAMEA1397469,ERR2514984,S,S,S,S,SAMEA1397469
SAMEA1118427,ERR2513246,S,S,S,S,SAMEA1118427
SAMEA1118101,ERR2512920,S,S,S,S,SAMEA1118101
SAMEA1118611,ERR2513430,S,S,S,S,SAMEA1118611
SAMEA3357585,ERR2516178,S,R,S,R,SAMEA3357585
SAMN07658236,SRR6045256,S,S,S,S,SAMN07658236
SAMEA1118825,ERR2513644,S,S,S,S,SAMEA1118825
SAMEA1118205,ERR2513024,S,S,S,S,SAMEA1118205
SAMEA3244037,ERR2515762,S,S,S,S,SAMEA3244037
SAMEA3446429,ERR2517256,S,S,S,S,SAMEA3446429
SAMEA3283870,ERR2515947,S,S,S,S,SAMEA3283870
SAMEA3393048,ERR2516436,S,S,S,S,SAMEA3393048
SAMEA3416662,ERR2516695,S,R,S,R,SAMEA3416662
SAMEA1118019,ERR2512838,S,S,R,S,SAMEA1118019
SAMEA3367551,ERR2516250,S,S,S,S,SAMEA3367551
SAMN08214919,SRR6397420,S,R,S,R,SAMN08214919
SAMEA1101716,ERR2510418,R,R,R,R,SAMEA1101716
SAMEA1118773,ERR2513592,S,S,S,S,SAMEA1118773
SAMEA1397390,ERR2514905,S,S,S,S,SAMEA1397390
SAMEA1118266,ERR2513085,S,R,S,S,SAMEA1118266
SAMN07658912,SRR6045341,S,S,S,S,SAMN07658912
SAMEA3445263,ERR2517213,S,S,S,S,SAMEA3445263
SAMEA2534887,ERR552763,R,R,R,R,SAMEA2534887
SAMEA1102711,ERR2510743,S,S,S,S,SAMEA1102711
SAMEA1119861,ERR2514680,S,S,S,S,SAMEA1119861
SAMEA1100881,ERR2509894,S,S,S,S,SAMEA1100881
SAMEA1119829,ERR2514648,S,S,S,S,SAMEA1119829
SAMEA3449711,ERR2517507,S,S,S,S,SAMEA3449711
SAMEA104394463,ERR2199847,S,S,S,R,SAMEA104394463
SAMEA3445254,ERR2517211,S,S,S,S,SAMEA3445254
SAMEA1101557,ERR2510313,R,R,S,R,SAMEA1101557
SAMEA3230401,ERR2515620,S,S,S,S,SAMEA3230401
SAMEA3374108,ERR2516299,S,S,S,S,SAMEA3374108
SAMEA1118411,ERR2513230,S,S,S,S,SAMEA1118411
SAMEA1118718,ERR2513537,S,S,S,S,SAMEA1118718
SAMEA1102617,ERR2510712,S,R,R,R,SAMEA1102617
SAMEA1118049,ERR2512868,S,R,S,S,SAMEA1118049
SAMEA3416665,ERR2516698,R,R,S,R,SAMEA3416665
SAMEA1102334,ERR2510631,R,R,S,R,SAMEA1102334
SAMEA3446754,ERR2517305,S,R,S,S,SAMEA3446754
SAMEA104394690,ERR2200116,S,S,S,S,SAMEA104394690
SAMEA2534740,ERR552573,R,R,R,R,SAMEA2534740
SAMEA3451347,ERR2517623,S,R,S,S,SAMEA3451347
SAMEA3446430,ERR2517257,S,S,S,S,SAMEA3446430
SAMEA1119459,ERR2514278,S,S,S,S,SAMEA1119459
SAMEA2709854,ERR2515310,R,R,R,R,SAMEA2709854
SAMEA1119080,ERR2513899,S,S,S,S,SAMEA1119080
SAMEA1118815,ERR2513634,S,S,S,S,SAMEA1118815
SAMEA1119044,ERR2513863,S,S,S,S,SAMEA1119044
SAMN08215009,SRR6397672,S,S,S,S,SAMN08215009
SAMEA1118714,ERR2513533,S,S,S,S,SAMEA1118714
SAMEA3392629,ERR2516414,R,R,R,R,SAMEA3392629
SAMEA1119515,ERR2514334,S,S,S,S,SAMEA1119515
SAMEA3400985,ERR2516447,R,R,R,R,SAMEA3400985
SAMEA1118141,ERR2512960,S,S,S,S,SAMEA1118141
SAMEA3403854,ERR2516595,R,R,S,R,SAMEA3403854
SAMEA1118225,ERR2513044,S,S,S,S,SAMEA1118225
SAMEA1397383,ERR2514898,S,S,S,S,SAMEA1397383
SAMN07766423,SRR6152729,S,R,S,S,SAMN07766423
SAMEA3449709,ERR2517505,S,S,S,S,SAMEA3449709
SAMEA1102316,ERR2510615,R,S,S,R,SAMEA1102316
SAMN07660342,SRR6045502,S,S,S,S,SAMN07660342
SAMEA3432811,ERR2516898,R,R,R,R,SAMEA3432811
SAMEA1119082,ERR2513901,S,S,S,S,SAMEA1119082
SAMEA3400983,ERR2516445,S,R,S,R,SAMEA3400983
SAMEA1119284,ERR2514103,S,S,S,S,SAMEA1119284
SAMEA1397370,ERR2514885,S,S,S,S,SAMEA1397370
SAMEA3316425,ERR2516105,S,S,S,S,SAMEA3316425
SAMEA1102405,ERR2510669,R,R,R,R,SAMEA1102405
SAMEA3367543,ERR2516242,S,S,S,S,SAMEA3367543
SAMEA104394433,ERR2199809,S,S,S,S,SAMEA104394433
SAMEA1117567,ERR2512386,S,S,S,R,SAMEA1117567
SAMEA1118623,ERR2513442,S,S,S,S,SAMEA1118623
SAMEA1101737,ERR2510439,S,R,S,R,SAMEA1101737
SAMN08214776,SRR6397708,R,R,R,R,SAMN08214776
SAMEA1117586,ERR2512405,S,S,S,S,SAMEA1117586
SAMEA1919458,ERR2515067,S,S,S,S,SAMEA1919458
SAMEA1119478,ERR2514297,S,S,S,S,SAMEA1119478
SAMEA1102348,ERR2510645,S,R,S,R,SAMEA1102348
SAMN07659105,SRR6046387,S,S,S,S,SAMN07659105
SAMEA1118308,ERR2513127,S,S,S,S,SAMEA1118308
SAMEA1102211,ERR2510542,R,R,S,R,SAMEA1102211
SAMEA1119819,ERR2514638,S,S,S,S,SAMEA1119819
SAMEA3257646,ERR2515819,S,S,S,S,SAMEA3257646
SAMEA3346011,ERR2516156,S,S,S,S,SAMEA3346011
SAMEA1118279,ERR2513098,S,S,S,S,SAMEA1118279
SAMEA1103090,ERR2510816,S,S,S,S,SAMEA1103090
SAMEA1101590,ERR2510320,S,S,S,S,SAMEA1101590
SAMEA1101834,ERR2510511,R,R,S,R,SAMEA1101834
SAMEA1118818,ERR2513637,S,S,S,S,SAMEA1118818
SAMEA3432852,ERR2516911,R,R,R,R,SAMEA3432852
SAMEA104172493,ERR2041745,S,R,S,R,SAMEA104172493
SAMEA1118978,ERR2513797,S,S,S,S,SAMEA1118978
SAMEA3221073,ERR2515617,S,S,S,S,SAMEA3221073
SAMEA1119253,ERR2514072,S,S,S,S,SAMEA1119253
SAMEA104394438,ERR2199817,S,S,S,S,SAMEA104394438
SAMEA1119029,ERR2513848,S,S,S,S,SAMEA1119029
SAMEA104394661,ERR2200081,S,S,S,S,SAMEA104394661
SAMEA1117802,ERR2512621,S,S,S,S,SAMEA1117802
SAMEA1397321,ERR2514836,S,S,S,S,SAMEA1397321
SAMEA3209545,ERR2515559,S,R,S,R,SAMEA3209545
SAMEA1101747,ERR2510449,S,R,R,R,SAMEA1101747
SAMEA1102321,ERR2510620,R,R,S,R,SAMEA1102321
SAMEA1118303,ERR2513122,S,R,S,S,SAMEA1118303
SAMN07660223,SRR6046628,S,S,S,S,SAMN07660223
SAMN07331233,SRR5817470,R,R,R,R,SAMN07331233
SAMN07766475,SRR6152677,S,R,S,S,SAMN07766475
SAMEA3174686,ERR2515424,S,S,S,S,SAMEA3174686
SAMN07766218,SRR6153091,S,S,S,S,SAMN07766218
SAMEA1117617,ERR2512436,S,S,S,S,SAMEA1117617
SAMEA1117895,ERR2512714,S,S,S,S,SAMEA1117895
SAMEA1119588,ERR2514407,S,S,S,S,SAMEA1119588
SAMEA3416666,ERR2516699,R,R,R,R,SAMEA3416666
SAMEA3369663,ERR2516275,S,S,S,S,SAMEA3369663
SAMN07659060,SRR6045381,S,S,S,S,SAMN07659060
SAMEA1118388,ERR2513207,S,S,S,S,SAMEA1118388
SAMEA3242431,ERR2515714,S,R,S,S,SAMEA3242431
SAMEA1102261,ERR2510576,R,R,R,R,SAMEA1102261
SAMEA3374099,ERR2516290,S,R,S,S,SAMEA3374099
SAMEA2709724,ERR2515180,S,S,S,S,SAMEA2709724
SAMEA2709785,ERR2515241,S,S,S,S,SAMEA2709785
SAMEA2534517,ERR552253,R,R,R,R,SAMEA2534517
SAMEA3218113,ERR2515587,S,S,S,S,SAMEA3218113
SAMEA1118684,ERR2513503,S,S,S,S,SAMEA1118684
SAMEA3443167,ERR2517026,S,R,S,R,SAMEA3443167
SAMEA3450074,ERR2517552,S,S,S,S,SAMEA3450074
SAMEA1119370,ERR2514189,S,S,S,S,SAMEA1119370
SAMN07658341,SRR6044971,S,S,S,S,SAMN07658341
SAMEA3401970,ERR2516505,S,R,S,R,SAMEA3401970
SAMEA1118682,ERR2513501,S,S,S,S,SAMEA1118682
SAMEA1397274,ERR2514789,S,S,S,S,SAMEA1397274
SAMEA3451233,ERR2517610,S,S,S,S,SAMEA3451233
SAMEA3257552,ERR2515811,S,S,S,S,SAMEA3257552
SAMEA1119619,ERR2514438,S,S,S,S,SAMEA1119619
SAMEA1118751,ERR2513570,S,S,S,S,SAMEA1118751
SAMEA1117961,ERR2512780,S,R,S,S,SAMEA1117961
SAMEA1101891,ERR2510533,S,R,S,R,SAMEA1101891
SAMEA1118359,ERR2513178,S,S,S,S,SAMEA1118359
SAMEA3414409,ERR2516668,R,R,R,R,SAMEA3414409
SAMEA3356012,ERR2516170,S,S,S,S,SAMEA3356012
SAMEA3432966,ERR2516926,R,R,R,R,SAMEA3432966
SAMEA3432851,ERR2516910,R,R,R,R,SAMEA3432851
SAMEA3377914,ERR2516342,S,S,S,S,SAMEA3377914
SAMEA2709899,ERR2515355,S,S,S,S,SAMEA2709899
SAMEA1103111,ERR2510837,S,S,S,S,SAMEA1103111
SAMEA3244206,ERR2515764,S,S,S,S,SAMEA3244206
SAMEA2709765,ERR2515221,S,S,S,R,SAMEA2709765
SAMEA1119674,ERR2514493,S,S,S,S,SAMEA1119674
SAMN07658523,SRR6045587,S,S,S,S,SAMN07658523
SAMEA3392512,ERR2516394,S,S,R,S,SAMEA3392512
SAMEA1119179,ERR2513998,S,R,S,S,SAMEA1119179
SAMEA1397342,ERR2514857,S,S,S,S,SAMEA1397342
SAMEA3388833,ERR2516347,S,R,R,R,SAMEA3388833
SAMEA1118834,ERR2513653,S,S,S,S,SAMEA1118834
SAMEA1102283,ERR2510586,S,R,R,R,SAMEA1102283
SAMEA1118941,ERR2513760,S,S,S,S,SAMEA1118941
SAMEA1117602,ERR2512421,S,S,S,S,SAMEA1117602
SAMEA1118060,ERR2512879,S,S,S,S,SAMEA1118060
SAMEA1119233,ERR2514052,S,S,S,S,SAMEA1119233
SAMEA104394477,ERR2199864,S,S,S,S,SAMEA104394477
SAMEA1118670,ERR2513489,S,S,S,S,SAMEA1118670
SAMEA1102820,ERR2510795,S,S,S,S,SAMEA1102820
SAMEA3451228,ERR2517605,S,S,S,S,SAMEA3451228
SAMEA1119327,ERR2514146,S,S,S,S,SAMEA1119327
SAMEA1119858,ERR2514677,S,S,S,S,SAMEA1119858
SAMEA1119148,ERR2513967,S,S,S,S,SAMEA1119148
SAMEA1118263,ERR2513082,S,S,S,S,SAMEA1118263
SAMEA1397345,ERR2514860,S,S,S,S,SAMEA1397345
SAMEA3284763,ERR2515956,S,R,S,R,SAMEA3284763
SAMEA3178929,ERR2515501,S,S,S,S,SAMEA3178929
SAMEA1117771,ERR2512590,S,S,S,S,SAMEA1117771
SAMEA1119409,ERR2514228,S,S,S,S,SAMEA1119409
SAMEA104394427,ERR2199801,S,S,S,S,SAMEA104394427
SAMEA2709893,ERR2515349,S,S,S,S,SAMEA2709893
SAMEA3307734,ERR2516073,S,R,S,S,SAMEA3307734
SAMEA3445000,ERR2517161,S,S,S,S,SAMEA3445000
SAMEA3445331,ERR2517227,S,S,R,S,SAMEA3445331
SAMEA1119677,ERR2514496,S,S,S,S,SAMEA1119677
SAMEA1119926,ERR2514745,S,S,S,S,SAMEA1119926
SAMEA104394439,ERR2199818,R,R,R,R,SAMEA104394439
SAMEA3290229,ERR2515969,S,S,S,R,SAMEA3290229
SAMEA3250475,ERR2515778,S,S,S,S,SAMEA3250475
SAMEA1119076,ERR2513895,S,S,S,S,SAMEA1119076
SAMEA1102402,ERR2510666,R,R,R,R,SAMEA1102402
SAMEA1119583,ERR2514402,S,S,S,S,SAMEA1119583
SAMEA1919457,ERR2515066,S,S,S,S,SAMEA1919457
SAMEA3174285,ERR2515410,R,R,R,R,SAMEA3174285
SAMEA3268270,ERR2515874,S,R,S,R,SAMEA3268270
SAMEA104394676,ERR2200101,S,S,S,S,SAMEA104394676
SAMEA2535155,ERR553125,R,R,S,R,SAMEA2535155
SAMEA3449655,ERR2517503,S,S,S,S,SAMEA3449655
SAMEA3443164,ERR2517023,R,R,S,R,SAMEA3443164
SAMEA1397412,ERR2514927,S,S,S,S,SAMEA1397412
SAMEA3401011,ERR2516461,S,R,S,R,SAMEA3401011
SAMEA104394388,ERR2199743,S,S,S,S,SAMEA104394388
SAMEA104394516,ERR2199914,R,R,R,R,SAMEA104394516
SAMEA1119749,ERR2514568,S,S,S,S,SAMEA1119749
SAMEA2533437,ERR550741,R,R,R,R,SAMEA2533437
SAMEA1118452,ERR2513271,S,S,S,S,SAMEA1118452
SAMEA1103118,ERR2510844,R,R,R,R,SAMEA1103118
SAMEA3392413,ERR2516381,S,S,S,S,SAMEA3392413
SAMEA1397310,ERR2514825,S,S,S,S,SAMEA1397310
SAMEA3178974,ERR2515522,S,S,S,S,SAMEA3178974
SAMEA1117971,ERR2512790,S,S,S,S,SAMEA1117971
SAMN05276513,SRR3675543,S,S,S,S,SAMN05276513
SAMEA1118139,ERR2512958,S,S,S,S,SAMEA1118139
SAMEA3310095,ERR2516101,R,S,S,S,SAMEA3310095
SAMN07659432,SRR6046693,S,S,S,S,SAMN07659432
SAMN05276411,SRR3675439,S,S,S,S,SAMN05276411
SAMEA1118399,ERR2513218,S,R,S,S,SAMEA1118399
SAMEA3374100,ERR2516291,R,R,R,R,SAMEA3374100
SAMEA3170443,ERR2515390,R,R,R,R,SAMEA3170443
SAMEA1397431,ERR2514946,S,S,S,S,SAMEA1397431
SAMEA1117869,ERR2512688,S,S,S,S,SAMEA1117869
SAMEA3449393,ERR2517452,S,S,S,S,SAMEA3449393
SAMEA3401008,ERR2516458,R,R,R,R,SAMEA3401008
SAMEA1119041,ERR2513860,S,S,S,S,SAMEA1119041
SAMEA2534515,ERR552250,S,S,S,S,SAMEA2534515
SAMN07766447,SRR6152692,S,R,S,S,SAMN07766447
SAMEA3377034,ERR2516323,S,S,S,S,SAMEA3377034
SAMEA2535052,ERR552986,R,R,R,R,SAMEA2535052
SAMEA1101503,ERR2510261,S,S,S,S,SAMEA1101503
SAMEA3443151,ERR2517011,R,R,R,R,SAMEA3443151
SAMN07658219,SRR6044772,S,S,S,S,SAMN07658219
SAMEA3432964,ERR2516924,R,R,S,R,SAMEA3432964
SAMEA1119026,ERR2513845,S,S,S,S,SAMEA1119026
SAMEA1317618,ERR108137,S,S,S,S,SAMEA1317618
SAMEA104394449,ERR2199830,S,S,S,S,SAMEA104394449
SAMEA1103145,ERR2510871,R,R,R,R,SAMEA1103145
SAMEA2709758,ERR2515214,S,S,S,S,SAMEA2709758
SAMEA3448747,ERR2517440,S,R,S,S,SAMEA3448747
SAMEA1397280,ERR2514795,S,S,S,S,SAMEA1397280
SAMEA3448752,ERR2517445,S,S,S,S,SAMEA3448752
SAMEA1119528,ERR2514347,S,S,S,S,SAMEA1119528
SAMEA3356008,ERR2516166,R,R,R,R,SAMEA3356008
SAMEA3334367,ERR2516123,S,S,S,R,SAMEA3334367
SAMEA1118546,ERR2513365,S,S,S,S,SAMEA1118546
SAMEA3308013,ERR2516081,S,S,S,S,SAMEA3308013
SAMN07658397,SRR6046052,S,S,S,S,SAMN07658397
SAMEA2534638,ERR2200048,S,R,R,S,SAMEA2534638
SAMEA3404169,ERR2516615,R,R,S,R,SAMEA3404169
SAMEA2709887,ERR2515343,S,S,S,S,SAMEA2709887
SAMN08215236,SRR6397347,S,R,S,S,SAMN08215236
SAMEA3414202,ERR2516644,R,R,R,S,SAMEA3414202
SAMEA1118803,ERR2513622,S,S,S,S,SAMEA1118803
SAMN07658130,SRR6046130,S,R,S,S,SAMN07658130
SAMEA3170452,ERR2515399,S,S,S,S,SAMEA3170452
SAMEA1118750,ERR2513569,S,S,S,S,SAMEA1118750
SAMEA1118837,ERR2513656,R,R,R,R,SAMEA1118837
SAMEA2709845,ERR2515301,S,R,R,R,SAMEA2709845
SAMEA2709656,ERR2515112,R,R,R,R,SAMEA2709656
SAMEA1117896,ERR2512715,S,S,S,S,SAMEA1117896
SAMEA1117715,ERR2512534,S,S,S,S,SAMEA1117715
SAMEA1119756,ERR2514575,S,S,S,S,SAMEA1119756
SAMEA1119058,ERR2513877,S,S,S,S,SAMEA1119058
SAMEA1119204,ERR2514023,S,S,S,S,SAMEA1119204
SAMEA3451354,ERR2517630,S,S,S,S,SAMEA3451354
SAMEA1705619,ERR2515041,S,S,S,S,SAMEA1705619
SAMEA3243537,ERR2515750,S,S,S,S,SAMEA3243537
SAMEA1118856,ERR2513675,S,S,S,S,SAMEA1118856
SAMEA1102351,ERR2510647,S,R,R,R,SAMEA1102351
SAMEA3449415,ERR2517464,S,S,S,S,SAMEA3449415
SAMEA1117770,ERR2512589,S,S,S,S,SAMEA1117770
SAMEA1101508,ERR2510266,S,R,S,R,SAMEA1101508
SAMEA1117728,ERR2512547,S,S,S,S,SAMEA1117728
SAMEA1119153,ERR2513972,S,S,S,S,SAMEA1119153
SAMEA1119797,ERR2514616,S,S,S,S,SAMEA1119797
SAMEA1102353,ERR2510649,R,R,R,R,SAMEA1102353
SAMEA1117705,ERR2512524,S,S,S,S,SAMEA1117705
SAMEA1119248,ERR2514067,S,S,S,S,SAMEA1119248
SAMEA104172511,ERR2041803,R,R,S,R,SAMEA104172511
SAMEA1102338,ERR2510635,S,R,S,R,SAMEA1102338
SAMEA1397421,ERR2514936,S,S,S,S,SAMEA1397421
SAMEA3392623,ERR2516408,R,R,R,R,SAMEA3392623
SAMEA3446551,ERR2517285,S,S,S,S,SAMEA3446551
SAMN07658321,SRR6046030,S,S,S,S,SAMN07658321
SAMEA1119930,ERR2514749,S,S,S,S,SAMEA1119930
SAMEA1101772,ERR2510473,R,R,S,R,SAMEA1101772
SAMEA1118262,ERR2513081,S,S,S,S,SAMEA1118262
SAMEA3374112,ERR2516303,S,R,S,R,SAMEA3374112
SAMN07660043,SRR6044896,S,S,S,S,SAMN07660043
SAMEA3416725,ERR2516710,R,R,R,R,SAMEA3416725
SAMEA1101617,ERR2510347,S,R,S,R,SAMEA1101617
SAMEA104394421,ERR2199795,S,R,S,S,SAMEA104394421
SAMEA3444515,ERR2517135,S,S,S,S,SAMEA3444515
SAMEA1119708,ERR2514527,S,S,S,S,SAMEA1119708
SAMEA3305484,ERR2516026,S,S,R,S,SAMEA3305484
SAMEA3369664,ERR2516276,S,S,S,S,SAMEA3369664
SAMN07658457,SRR6046919,S,R,S,S,SAMN07658457
SAMN07659851,SRR6045549,S,S,S,S,SAMN07659851
SAMEA1118063,ERR2512882,R,R,R,R,SAMEA1118063
SAMEA1118767,ERR2513586,S,S,S,S,SAMEA1118767
SAMEA1102556,ERR2510686,R,R,R,R,SAMEA1102556
SAMEA1119180,ERR2513999,S,R,S,S,SAMEA1119180
SAMEA1102582,ERR2510702,R,R,R,R,SAMEA1102582
SAMEA3221063,ERR2515607,S,S,S,S,SAMEA3221063
SAMN07658840,SRR6046679,S,S,S,S,SAMN07658840
SAMEA3446752,ERR2517303,S,S,S,S,SAMEA3446752
SAMEA1119698,ERR2514517,S,S,S,S,SAMEA1119698
SAMEA1118375,ERR2513194,S,S,R,S,SAMEA1118375
SAMEA1118507,ERR2513326,S,S,S,S,SAMEA1118507
SAMEA3444509,ERR2517129,S,S,S,S,SAMEA3444509
SAMEA3421008,ERR2516792,R,R,S,R,SAMEA3421008
SAMEA1119296,ERR2514115,S,S,S,S,SAMEA1119296
SAMEA1118768,ERR2513587,S,S,S,S,SAMEA1118768
SAMEA3170454,ERR2515401,S,S,S,S,SAMEA3170454
SAMEA1118674,ERR2513493,S,S,S,S,SAMEA1118674
SAMEA1101837,ERR2510514,R,R,S,R,SAMEA1101837
SAMN07659451,SRR6045102,S,S,S,S,SAMN07659451
SAMEA104394579,ERR2199980,S,S,S,S,SAMEA104394579
SAMEA104394497,ERR2199891,S,S,S,S,SAMEA104394497
SAMEA3209547,ERR2515561,S,S,S,S,SAMEA3209547
SAMEA1118536,ERR2513355,S,S,S,S,SAMEA1118536
SAMEA1119108,ERR2513927,S,S,S,S,SAMEA1119108
SAMEA1118191,ERR2513010,S,S,S,S,SAMEA1118191
SAMEA1117790,ERR2512609,S,S,S,S,SAMEA1117790
SAMEA1119356,ERR2514175,S,S,S,S,SAMEA1119356
SAMEA3268264,ERR2515868,S,R,S,R,SAMEA3268264
SAMEA1102646,ERR2510726,R,R,R,R,SAMEA1102646
SAMEA3449406,ERR2517455,S,S,S,S,SAMEA3449406
SAMEA3451214,ERR2517592,S,S,S,S,SAMEA3451214
SAMN07658582,SRR6045507,S,S,S,S,SAMN07658582
SAMEA2533815,ERR551265,S,S,S,S,SAMEA2533815
SAMN08166032,SRR6369878,S,R,R,R,SAMN08166032
SAMN07658845,SRR6045746,S,S,S,S,SAMN07658845
SAMEA3414200,ERR2516642,S,R,S,R,SAMEA3414200
SAMEA1119842,ERR2514661,S,S,S,S,SAMEA1119842
SAMEA1119250,ERR2514069,S,S,S,S,SAMEA1119250
SAMEA1102309,ERR2510608,R,R,S,R,SAMEA1102309
SAMEA3262973,ERR2515858,S,R,S,S,SAMEA3262973
SAMEA2534124,ERR551692,R,R,R,R,SAMEA2534124
SAMEA1101607,ERR2510337,S,S,S,S,SAMEA1101607
